,Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
568,2019-07-27,151825,Male,64,Married,Louisiana,Platinum,workers,Card,0,841.44
569,2019-07-28,151827,Male,62,Single,Oregon,Platinum,workers,Other,1,767.69
570,2019-07-28,151828,Male,69,Married,Oregon,Basic,Employees,Other,1,306.16
571,2019-07-28,151829,Male,59,Married,Maryland,Basic,self-employed,PayPal,0,533.64
572,2019-07-29,151831,Female,40,Married,Florida,Platinum,workers,PayPal,1,696.84
573,2019-07-29,151832,Female,75,Single,Michigan,Basic,workers,PayPal,0,169.82
574,2019-07-29,151834,Female,54,Married,Hawaii,Basic,workers,Other,1,1208.94
575,2019-07-29,151835,Male,45,Married,Tennessee,Missing,Employees,PayPal,1,117.56
576,2019-07-29,151836,Male,36,Married,Washington,Silver,workers,Card,1,2055.39
577,2019-07-30,151837,Female,40,Single,Illinois,Basic,Unemployment,PayPal,1,1160.65
578,2019-07-30,151838,Female,68,Married,Arkansas,Silver,workers,PayPal,1,1044.78
579,2019-07-30,151839,Female,55,Single,Connecticut,Gold,workers,Other,1,2776.96
580,2019-07-31,151840,Male,32,Single,Arizona,Silver,Unemployment,PayPal,0,762.74
581,2019-07-31,151841,Female,72,Single,New Mexico,Basic,self-employed,PayPal,1,1717.11
582,2019-08-01,151842,Female,62,Single,Minnesota,Platinum,Unemployment,Other,1,1650.65
583,2019-08-01,151843,Female,55,Married,Pennsylvania,Basic,Unemployment,Other,1,2917.55
584,2019-08-02,151844,Female,18,Single,Michigan,Missing,self-employed,PayPal,0,1689.33
585,2019-08-02,151845,Female,48,Single,Vermont,Platinum,workers,PayPal,1,436.52
586,2019-08-02,151846,Female,53,Married,Oklahoma,Silver,Employees,PayPal,0,279.19
587,2019-08-03,151847,Male,61,Single,Hawaii,Basic,workers,Other,1,2863.09
588,2019-08-03,151848,Male,15,Married,Tennessee,Platinum,self-employed,PayPal,1,1921.83
589,2019-08-05,151849,Male,24,Married,Rhode Island,Basic,workers,Card,1,1157.79
590,2019-08-05,151851,Male,24,Married,North Dakota,Silver,Employees,PayPal,0,1802.33
591,2019-08-05,151852,Female,35,Married,Connecticut,Gold,Employees,PayPal,0,702.87
592,2019-08-05,151853,Female,65,Married,Arizona,Platinum,workers,PayPal,0,1534.1
593,2019-08-05,151854,Male,35,Single,Indiana,Missing,Unemployment,PayPal,1,1357.68
594,2019-08-06,151855,Female,22,Married,Michigan,Gold,Employees,PayPal,0,2960.52
595,2019-08-06,151856,Female,15,Married,Florida,Basic,Employees,Other,1,756.95
596,2019-08-06,151857,Female,65,Married,West Virginia,Basic,workers,PayPal,1,264.74
597,2019-08-07,151858,Male,65,Single,North Carolina,Missing,self-employed,PayPal,1,1759.15
598,2019-08-07,151859,Female,63,Married,Massachusetts,Gold,self-employed,PayPal,1,2487.49
599,2019-08-08,151860,Male,47,Single,Arizona,Basic,Employees,Card,1,677.54
600,2019-08-08,151861,Female,38,Married,South Dakota,Platinum,Employees,PayPal,1,501.86
601,2019-08-08,151863,Male,16,Single,New York,Silver,Employees,PayPal,1,1297.29
602,2019-08-08,151864,Male,57,Single,Massachusetts,Basic,Employees,PayPal,0,697.55
603,2019-08-08,151865,Male,55,Married,New Mexico,Basic,workers,Other,1,1121.06
604,2019-08-08,151866,Female,55,Single,North Carolina,Missing,workers,Other,1,391.88
605,2019-08-09,151867,Female,28,Single,Utah,Platinum,Unemployment,PayPal,1,945.26
606,2019-08-10,151868,Female,37,Married,Montana,Basic,Employees,Other,1,397.91
607,2019-08-10,151869,Male,35,Married,Texas,Basic,Unemployment,Card,0,2917.04
608,2019-08-10,151870,Female,26,Single,Florida,Basic,Others,PayPal,1,938.74
609,2019-08-10,151871,Female,63,Married,South Dakota,Gold,workers,Other,1,675.06
610,2019-08-11,151872,Male,78,Married,New Mexico,Basic,Employees,Card,0,1020.2
611,2019-08-12,151873,Male,56,Single,Nebraska,Basic,self-employed,Other,1,158.6
612,2019-08-12,151874,Female,53,Married,Washington,Platinum,workers,PayPal,1,218.06
613,2019-08-12,151875,Female,34,Married,Wisconsin,Basic,workers,Card,0,2814.33
614,2019-08-12,151876,Female,69,Married,Pennsylvania,Basic,Others,PayPal,1,101.23
615,2019-08-13,151877,Female,30,Single,Alaska,Basic,Employees,Card,0,1875.29
616,2019-08-14,151878,Female,31,Single,Kansas,Platinum,self-employed,PayPal,0,875.04
617,2019-08-14,151879,Female,57,Married,West Virginia,Platinum,Employees,PayPal,0,148.88
618,2019-08-14,151882,Male,31,Single,Maine,Basic,self-employed,Other,0,216.26
619,2019-08-14,151883,Male,33,Single,Georgia,Platinum,Employees,PayPal,1,191.01
620,2019-08-14,151885,Female,50,Single,Wyoming,Gold,Employees,Card,1,159.32
621,2019-08-15,151886,Male,26,Single,Montana,Gold,workers,PayPal,0,1150.77
622,2019-08-15,151887,Male,31,Single,South Dakota,Platinum,workers,PayPal,1,1124.26
623,2019-08-15,151888,Male,40,Single,Mississippi,Basic,self-employed,Other,1,106.73
624,2019-08-15,151889,Male,67,Single,Mississippi,Basic,workers,Other,1,947.92
625,2019-08-15,151890,Male,34,Married,South Dakota,Missing,self-employed,Other,1,182.09
626,2019-08-16,151891,Female,56,Married,Idaho,Basic,Employees,Other,0,408.06
627,2019-08-16,151892,Female,34,Married,New Mexico,Platinum,self-employed,Card,1,1589.97
628,2019-08-16,151893,Female,48,Married,Missouri,Gold,workers,Card,1,2971.3
629,2019-08-17,151894,Male,40,Married,North Carolina,Silver,workers,Other,1,1651.4
630,2019-08-17,151896,Female,75,Married,Alaska,Gold,Employees,PayPal,0,2615.89
631,2019-08-17,151897,Female,57,Married,Oregon,Silver,Employees,Card,1,1872.97
632,2019-08-17,151898,Male,27,Single,Utah,Basic,self-employed,PayPal,1,1137.22
633,2019-08-18,151899,Female,40,Married,Massachusetts,Gold,Unemployment,PayPal,1,2705.93
634,2019-08-18,151900,Male,43,Married,Texas,Silver,Unemployment,Card,1,604.11
635,2019-08-19,151901,Male,72,Single,New York,Silver,Unemployment,Card,0,1488.16
636,2019-08-20,151903,Male,35,Married,Rhode Island,Gold,Employees,Other,1,2032.63
637,2019-08-20,151904,Female,37,Married,Arkansas,Gold,Unemployment,PayPal,1,887.97
638,2019-08-21,151905,Female,19,Married,Oklahoma,Silver,Employees,PayPal,1,725.91
639,2019-08-22,151906,Female,66,Married,Iowa,Basic,self-employed,Other,1,588.61
640,2019-08-22,151907,Male,43,Married,Virginia,Silver,self-employed,Card,1,42.98
641,2019-08-23,151908,Female,19,Married,Nevada,Gold,Employees,Other,1,1895.93
642,2019-08-23,151910,Female,31,Single,Illinois,Silver,workers,PayPal,1,1322.08
643,2019-08-23,151911,Female,40,Single,Washington,Silver,workers,PayPal,1,182.35
644,2019-08-24,151912,Female,37,Married,New Mexico,Basic,Unemployment,Other,1,287.77
645,2019-08-24,151913,Female,73,Married,Iowa,Basic,workers,PayPal,1,1106.89
646,2019-08-24,151914,Female,29,Married,Maine,Basic,self-employed,Card,0,1295.42
647,2019-08-25,151915,Male,42,Single,West Virginia,Gold,self-employed,Card,0,608.33
648,2019-08-25,151916,Female,53,Married,Oregon,Basic,workers,PayPal,1,639.25
649,2019-08-25,151917,Female,15,Single,New Jersey,Silver,self-employed,PayPal,1,1417.01
650,2019-08-25,151918,Female,58,Married,Maine,Basic,self-employed,Other,1,2536.59
651,2019-08-25,151919,Female,74,Married,Georgia,Basic,workers,PayPal,1,861.93
652,2019-08-26,151920,Female,54,Married,Indiana,Basic,Employees,Card,1,1239.91
653,2019-08-26,151922,Female,45,Single,Ohio,Basic,Employees,Other,0,1954.97
654,2019-08-27,151923,Male,45,Married,Louisiana,Basic,Employees,Other,1,1671.72
655,2019-08-27,151924,Male,63,Married,Minnesota,Silver,Employees,Card,1,1142.52
656,2019-08-27,151925,Male,56,Single,Georgia,Basic,workers,PayPal,1,1567.64
657,2019-08-28,151926,Female,62,Married,Kentucky,Platinum,self-employed,PayPal,1,1326.95
658,2019-08-28,151928,Male,35,Married,Nevada,Gold,self-employed,PayPal,0,1935.0
659,2019-08-29,151929,Male,25,Married,Idaho,Silver,self-employed,Other,1,2568.34
660,2019-08-30,151930,Male,25,Single,Colorado,Platinum,workers,PayPal,1,1198.81
661,2019-08-30,151931,Male,44,Single,Illinois,Basic,Employees,Card,1,2996.82
662,2019-08-30,151932,Female,22,Married,California,Basic,workers,PayPal,1,1510.28
663,2019-08-30,151933,Male,49,Single,Connecticut,Silver,self-employed,PayPal,0,896.07
664,2019-08-30,151934,Male,54,Single,Minnesota,Basic,self-employed,PayPal,0,227.66
665,2019-09-01,151936,Male,54,Single,Kentucky,Basic,workers,PayPal,1,2654.79
666,2019-09-01,151937,Female,39,Single,New York,Missing,workers,PayPal,1,1426.26
667,2019-09-01,151938,Male,60,Married,Alaska,Basic,workers,PayPal,1,664.37
668,2019-09-01,151939,Female,56,Single,New Hampshire,Basic,Employees,Card,1,1049.31
669,2019-09-02,151941,Male,63,Married,Louisiana,Basic,self-employed,PayPal,0,383.85
670,2019-09-02,151942,Female,72,Single,Arizona,Missing,workers,Card,1,540.38
671,2019-09-02,151943,Female,49,Single,Pennsylvania,Basic,Employees,Other,0,1431.32
672,2019-09-03,151944,Female,78,Married,New Hampshire,Basic,self-employed,PayPal,1,2966.31
673,2019-09-04,151946,Female,40,Married,Louisiana,Basic,workers,Other,1,326.44
674,2019-09-04,151947,Female,36,Married,Louisiana,Silver,Employees,PayPal,1,681.16
675,2019-09-05,151948,Male,24,Married,Arizona,Platinum,workers,PayPal,1,1486.56
676,2019-09-05,151949,Male,78,Married,California,Basic,workers,PayPal,1,1106.53
677,2019-09-06,151950,Male,36,Married,West Virginia,Basic,Employees,PayPal,0,2540.97
678,2019-09-06,151951,Female,66,Married,South Carolina,Silver,Employees,Other,1,696.5
679,2019-09-07,151952,Male,59,Married,New Mexico,Basic,Employees,Other,1,1062.47
680,2019-09-08,151953,Female,44,Single,Wyoming,Basic,self-employed,PayPal,0,2960.98
681,2019-09-08,151954,Male,66,Single,Nebraska,Basic,workers,PayPal,1,81.37
682,2019-09-08,151955,Male,18,Married,Vermont,Gold,workers,PayPal,0,1521.84
683,2019-09-08,151956,Male,53,Married,Indiana,Basic,self-employed,Other,1,2070.51
684,2019-09-10,151959,Male,62,Married,New York,Missing,workers,PayPal,1,1804.6
685,2019-09-12,151961,Male,18,Married,Ohio,Basic,Employees,PayPal,0,1733.78
686,2019-09-12,151963,Female,59,Married,California,Missing,workers,Card,0,880.28
687,2019-09-13,151964,Male,36,Married,Colorado,Silver,Employees,PayPal,1,1276.2
688,2019-09-13,151965,Male,65,Married,South Carolina,Platinum,workers,Card,1,56.63
689,2019-09-13,151966,Male,50,Married,Arkansas,Silver,Employees,PayPal,1,393.8
690,2019-09-14,151967,Female,24,Single,North Dakota,Basic,workers,PayPal,1,2902.97
691,2019-09-14,151968,Female,71,Married,Idaho,Basic,workers,Card,1,1657.33
692,2019-09-14,151969,Female,36,Single,New York,Basic,Employees,Other,1,2018.28
693,2019-09-14,151970,Female,46,Single,Maine,Basic,Employees,Card,1,1031.63
694,2019-09-15,151971,Female,55,Single,Missouri,Platinum,workers,PayPal,1,779.96
695,2019-09-15,151972,Male,52,Single,Colorado,Basic,Employees,Other,1,1868.24
696,2019-09-15,151973,Female,29,Married,Rhode Island,Missing,self-employed,PayPal,1,2513.36
697,2019-09-16,151974,Male,32,Single,Arkansas,Basic,Employees,PayPal,1,2733.0
698,2019-09-16,151975,Male,66,Single,Indiana,Basic,workers,PayPal,1,435.3
699,2019-09-16,151976,Male,71,Single,Oregon,Platinum,Others,PayPal,1,1188.81
700,2019-09-17,151977,Female,17,Married,West Virginia,Basic,self-employed,PayPal,1,1746.63
701,2019-09-18,151978,Male,37,Single,Wyoming,Silver,self-employed,PayPal,0,1833.14
702,2019-09-19,151980,Male,48,Married,Connecticut,Basic,workers,PayPal,1,1068.9
703,2019-09-19,151981,Female,56,Single,Maine,Gold,Employees,PayPal,1,2687.66
704,2019-09-19,151982,Female,61,Married,Missouri,Basic,workers,PayPal,1,623.55
705,2019-09-20,151983,Female,28,Married,Virginia,Platinum,self-employed,PayPal,1,498.27
706,2019-09-20,151984,Female,54,Married,Utah,Gold,Others,Card,1,243.97
707,2019-09-20,151985,Female,76,Married,Michigan,Gold,Employees,Card,1,539.1
708,2019-09-20,151986,Female,75,Married,Tennessee,Missing,self-employed,Other,0,333.9
709,2019-09-21,151987,Female,74,Married,Massachusetts,Basic,Employees,Other,1,68.46
710,2019-09-22,151988,Male,69,Single,Georgia,Missing,Employees,PayPal,1,294.04
711,2019-09-22,151989,Male,52,Married,Indiana,Silver,Employees,PayPal,0,675.01
712,2019-09-23,151990,Female,33,Single,Wisconsin,Platinum,self-employed,PayPal,1,1809.6
713,2019-09-23,151991,Female,33,Married,Wisconsin,Gold,workers,Card,0,1085.15
714,2019-09-23,151992,Female,35,Married,California,Basic,Unemployment,Card,0,564.27
715,2019-09-23,151993,Female,60,Married,California,Silver,Employees,Card,1,2407.99
716,2019-09-24,151995,Male,32,Married,Nevada,Silver,self-employed,PayPal,1,2842.61
717,2019-09-24,151996,Male,20,Single,Virginia,Basic,Employees,PayPal,1,234.15
718,2019-09-24,151997,Female,69,Single,Arizona,Basic,workers,PayPal,1,195.25
719,2019-09-25,151998,Female,30,Married,Michigan,Basic,self-employed,Other,1,490.23
720,2019-09-25,151999,Female,34,Single,Arkansas,Platinum,self-employed,Card,1,636.89
721,2019-09-25,152000,Male,40,Married,Hawaii,Silver,Employees,PayPal,1,1931.67
722,2019-09-25,152001,Male,37,Married,Tennessee,Silver,Employees,Card,0,1948.66
723,2019-09-25,152002,Female,22,Single,South Dakota,Gold,Employees,Card,0,2007.54
724,2019-09-25,152003,Female,26,Married,West Virginia,Missing,self-employed,Card,1,2020.07
725,2019-09-25,152004,Female,43,Single,Idaho,Gold,Employees,PayPal,1,1227.65
726,2019-09-26,152005,Female,39,Married,Massachusetts,Silver,workers,PayPal,0,2010.7
727,2019-09-27,152006,Female,46,Single,Washington,Gold,Employees,Card,1,553.18
728,2019-09-27,152007,Male,31,Single,Oregon,Silver,self-employed,Card,1,2584.24
729,2019-09-28,152008,Male,70,Single,Kentucky,Silver,self-employed,Card,1,1503.63
730,2019-09-28,152009,Female,72,Single,New Mexico,Basic,workers,PayPal,1,361.19
731,2019-09-28,152010,Female,67,Married,Tennessee,Silver,workers,Card,0,2918.71
732,2019-09-29,152011,Male,78,Single,Idaho,Platinum,workers,PayPal,1,1421.55
733,2019-09-30,152013,Female,30,Married,Mississippi,Basic,Employees,PayPal,1,532.29
734,2019-09-30,152014,Female,43,Married,Mississippi,Gold,Employees,Other,1,1250.55
735,2019-09-30,152016,Female,26,Single,Arizona,Basic,workers,PayPal,1,1799.49
736,2019-10-01,152017,Female,59,Single,Virginia,Platinum,workers,Other,1,235.99
737,2019-10-01,152018,Female,28,Married,California,Gold,workers,Card,1,1887.3
738,2019-10-01,152019,Male,53,Single,Alabama,Basic,Employees,PayPal,1,114.85
739,2019-10-01,152020,Female,47,Married,Texas,Basic,Employees,PayPal,1,1679.77
740,2019-10-01,152021,Female,41,Married,South Carolina,Basic,workers,Card,0,486.79
741,2019-10-01,152022,Male,73,Married,Tennessee,Basic,workers,Other,1,663.83
742,2019-10-01,152023,Male,48,Single,West Virginia,Platinum,Employees,Other,1,44.75
743,2019-10-01,152024,Female,71,Single,Connecticut,Basic,Employees,Other,1,2640.15
744,2019-10-02,152026,Male,69,Married,Maryland,Basic,Employees,PayPal,0,1121.33
745,2019-10-02,152027,Female,20,Single,Colorado,Basic,Employees,PayPal,1,910.33
746,2019-10-02,152028,Male,41,Married,Arkansas,Missing,Employees,PayPal,1,56.13
747,2019-10-02,152029,Male,55,Married,North Carolina,Silver,Employees,Card,1,1828.98
748,2019-10-03,152030,Female,37,Married,New Mexico,Basic,workers,Card,0,1122.19
749,2019-10-03,152031,Female,34,Single,Arkansas,Gold,self-employed,PayPal,1,72.69
750,2019-10-04,152032,Female,28,Single,Nevada,Basic,Employees,Card,1,1286.07
751,2019-10-05,152033,Female,63,Married,New Mexico,Gold,Employees,Card,1,1913.23
752,2019-10-05,152034,Female,30,Single,New Jersey,Basic,workers,Other,0,1513.31
753,2019-10-05,152035,Female,24,Married,Nebraska,Basic,workers,Card,1,1083.55
754,2019-10-06,152036,Male,62,Married,North Dakota,Basic,workers,PayPal,0,1724.57
755,2019-10-06,152037,Female,57,Married,Oregon,Basic,workers,PayPal,1,882.42
756,2019-10-07,152038,Female,51,Single,North Carolina,Platinum,Employees,Card,1,2567.73
757,2019-10-08,152039,Male,55,Single,North Dakota,Silver,Employees,Card,1,719.14
758,2019-10-08,152040,Male,63,Married,Maine,Basic,workers,PayPal,0,1908.42
759,2019-10-08,152041,Female,19,Single,Washington,Basic,workers,Card,1,1283.18
760,2019-10-08,152042,Female,16,Married,Virginia,Silver,workers,PayPal,1,1141.17
761,2019-10-08,152043,Male,55,Married,Ohio,Basic,self-employed,Other,1,2864.12
762,2019-10-09,152044,Female,47,Single,Alaska,Basic,Employees,PayPal,1,1094.78
763,2019-10-09,152045,Female,41,Single,Illinois,Silver,Employees,Other,1,1494.24
764,2019-10-09,152046,Female,54,Married,Delaware,Basic,Employees,Other,1,2557.92
765,2019-10-10,152047,Male,63,Married,Alabama,Basic,self-employed,PayPal,1,2876.36
766,2019-10-10,152048,Male,26,Single,Maryland,Silver,Unemployment,PayPal,1,5.55
767,2019-10-10,152051,Male,36,Married,Mississippi,Basic,self-employed,Other,1,1824.67
768,2019-10-11,152052,Female,78,Married,California,Gold,workers,PayPal,1,1493.76
769,2019-10-11,152053,Female,41,Married,Oklahoma,Basic,workers,PayPal,0,568.27
770,2019-10-11,152054,Female,49,Married,Vermont,Basic,Employees,PayPal,1,2904.15
771,2019-10-12,152055,Female,21,Single,Georgia,Basic,Employees,Card,1,34.43
772,2019-10-12,152056,Male,75,Single,North Dakota,Platinum,workers,Card,1,2068.44
773,2019-10-12,152057,Female,32,Single,Wisconsin,Gold,self-employed,Card,1,2609.7
774,2019-10-12,152058,Female,70,Single,California,Missing,self-employed,Other,1,534.76
775,2019-10-12,152059,Female,75,Married,Nebraska,Missing,self-employed,Other,0,2645.93
776,2019-10-12,152060,Female,64,Married,Arizona,Basic,workers,PayPal,1,74.93
777,2019-10-12,152061,Female,49,Married,Rhode Island,Silver,Employees,Other,0,2624.0
778,2019-10-13,152062,Male,56,Married,Michigan,Silver,Employees,Card,0,2086.0
779,2019-10-13,152063,Female,72,Single,North Dakota,Basic,workers,Card,1,1357.6
780,2019-10-13,152064,Female,38,Married,Minnesota,Missing,Employees,PayPal,1,1777.31
781,2019-10-14,152065,Female,40,Single,Arizona,Gold,self-employed,Other,1,2513.75
782,2019-10-14,152066,Male,26,Married,Florida,Missing,workers,PayPal,0,2705.36
783,2019-10-14,152067,Male,42,Single,Alabama,Basic,Employees,Other,0,1691.62
784,2019-10-15,152068,Male,65,Single,West Virginia,Missing,workers,Card,0,1840.03
785,2019-10-15,152069,Female,46,Single,Michigan,Platinum,Unemployment,Card,0,2051.18
786,2019-10-15,152070,Male,51,Married,Alabama,Platinum,self-employed,Other,1,1367.77
787,2019-10-16,152071,Male,71,Single,Alaska,Basic,Employees,Other,0,768.38
788,2019-10-16,152073,Male,75,Single,Iowa,Platinum,workers,PayPal,1,1639.73
789,2019-10-16,152074,Female,59,Married,Delaware,Basic,workers,Other,0,2466.37
790,2019-10-16,152075,Female,27,Single,Delaware,Basic,Employees,PayPal,1,936.39
791,2019-10-16,152076,Male,36,Single,Kansas,Basic,Unemployment,Card,0,2744.96
792,2019-10-16,152077,Female,44,Single,Rhode Island,Platinum,Employees,Card,1,1595.06
793,2019-10-16,152078,Female,24,Married,Wyoming,Basic,Unemployment,PayPal,1,566.58
794,2019-10-17,152080,Male,75,Married,Louisiana,Platinum,workers,Other,1,429.08
795,2019-10-18,152081,Male,40,Single,Mississippi,Basic,Unemployment,Other,0,1462.02
796,2019-10-18,152082,Male,42,Married,Maine,Basic,Employees,Card,1,39.84
797,2019-10-18,152083,Female,64,Single,Minnesota,Silver,workers,Other,1,1734.67
798,2019-10-18,152084,Male,26,Single,Massachusetts,Gold,self-employed,Card,1,297.61
799,2019-10-18,152085,Male,21,Single,Wyoming,Basic,workers,Other,1,492.74
800,2019-10-19,152086,Male,63,Single,Delaware,Silver,workers,PayPal,1,872.01
801,2019-10-19,152087,Male,21,Married,Wisconsin,Platinum,self-employed,Card,1,417.6
802,2019-10-19,152088,Female,46,Single,Arkansas,Silver,workers,PayPal,1,1430.93
803,2019-10-19,152090,Female,45,Single,Georgia,Platinum,workers,Card,1,341.39
804,2019-10-20,152091,Female,61,Single,Louisiana,Basic,Employees,PayPal,0,901.66
805,2019-10-20,152092,Male,78,Single,Vermont,Basic,workers,PayPal,0,192.77
806,2019-10-20,152093,Male,73,Married,South Dakota,Platinum,Unemployment,PayPal,1,1713.58
807,2019-10-21,152094,Female,17,Single,Minnesota,Platinum,Employees,Card,1,99.77
808,2019-10-21,152096,Female,65,Single,Louisiana,Gold,Employees,PayPal,0,1208.88
809,2019-10-21,152097,Male,22,Married,Wisconsin,Basic,workers,PayPal,0,471.95
810,2019-10-22,152098,Male,43,Single,West Virginia,Basic,workers,PayPal,1,2065.03
811,2019-10-22,152099,Female,16,Single,Connecticut,Basic,self-employed,PayPal,1,1644.06
812,2019-10-23,152100,Female,51,Married,Ohio,Basic,Unemployment,PayPal,1,678.47
813,2019-10-23,152101,Male,50,Married,Colorado,Basic,Employees,PayPal,1,1412.72
814,2019-10-24,152102,Female,59,Married,Minnesota,Platinum,self-employed,Card,1,2053.25
815,2019-10-24,152103,Female,35,Married,Wisconsin,Basic,self-employed,PayPal,1,976.02
816,2019-10-25,152104,Male,33,Married,Oklahoma,Basic,workers,PayPal,0,1681.59
817,2019-10-25,152105,Male,28,Married,Utah,Basic,Employees,Card,1,975.11
818,2019-10-26,152107,Female,42,Married,Iowa,Gold,Others,Other,0,1425.99
819,2019-10-27,152108,Male,72,Single,New Hampshire,Silver,workers,Card,1,1822.43
820,2019-10-28,152109,Female,67,Single,Colorado,Gold,Unemployment,Card,1,577.53
821,2019-10-28,152110,Male,69,Married,Florida,Basic,Employees,Other,0,2649.13
822,2019-10-28,152111,Female,31,Single,New Hampshire,Basic,Employees,Other,1,1479.67
823,2019-10-28,152112,Female,52,Single,Georgia,Basic,workers,PayPal,1,1894.89
824,2019-10-29,152113,Male,75,Married,Hawaii,Platinum,Employees,PayPal,1,1687.41
825,2019-10-29,152114,Female,51,Single,West Virginia,Platinum,Unemployment,Card,0,522.04
826,2019-10-29,152115,Male,49,Single,Rhode Island,Silver,Employees,PayPal,0,1579.61
827,2019-10-29,152116,Male,18,Single,Illinois,Basic,self-employed,PayPal,1,2939.09
828,2019-10-29,152117,Male,61,Married,New Jersey,Missing,workers,Other,1,1957.04
829,2019-10-29,152118,Male,66,Single,New Jersey,Silver,Unemployment,Other,1,1095.15
830,2019-10-29,152119,Female,47,Married,North Dakota,Basic,Unemployment,Other,1,1208.12
831,2019-11-01,152120,Female,45,Single,Massachusetts,Silver,workers,Other,0,149.78
832,2019-11-01,152121,Female,26,Single,Kentucky,Basic,workers,Card,1,308.26
833,2019-11-01,152122,Female,53,Married,Iowa,Silver,Employees,Card,1,1901.61
834,2019-11-02,152123,Female,35,Married,Minnesota,Missing,workers,Card,1,1713.07
835,2019-11-02,152124,Female,41,Married,Minnesota,Basic,Employees,PayPal,1,199.6
836,2019-11-02,152125,Female,31,Married,Arkansas,Gold,Employees,Card,1,747.96
837,2019-11-03,152126,Male,57,Single,Massachusetts,Platinum,workers,Other,1,2874.22
838,2019-11-04,152127,Female,32,Married,Pennsylvania,Platinum,Employees,PayPal,1,388.15
839,2019-11-04,152128,Female,22,Single,South Carolina,Gold,self-employed,Card,1,2690.07
840,2019-11-04,152129,Female,47,Married,Florida,Gold,Employees,Other,0,1655.82
841,2019-11-05,152130,Male,18,Married,Virginia,Silver,Employees,PayPal,1,2683.09
842,2019-11-06,152131,Female,77,Single,Wisconsin,Basic,self-employed,Other,1,2978.08
843,2019-11-06,152132,Male,43,Married,Texas,Silver,Employees,Card,0,1726.25
844,2019-11-06,152133,Male,19,Married,Rhode Island,Basic,Unemployment,Other,1,536.85
845,2019-11-07,152134,Male,52,Married,Mississippi,Gold,Employees,PayPal,1,2809.83
846,2019-11-08,152136,Male,55,Single,Louisiana,Missing,self-employed,Other,1,892.81
847,2019-11-08,152137,Female,69,Single,Washington,Basic,Employees,PayPal,1,313.56
848,2019-11-09,152138,Female,61,Married,Georgia,Gold,Employees,PayPal,0,296.68
849,2019-11-09,152139,Female,60,Single,Utah,Basic,Employees,Card,0,1488.16
850,2019-11-09,152140,Female,62,Married,Iowa,Basic,Unemployment,PayPal,0,1712.63
851,2019-11-09,152141,Female,37,Married,Rhode Island,Silver,workers,PayPal,1,2937.06
852,2019-11-10,152142,Female,28,Married,Illinois,Missing,Unemployment,PayPal,1,328.05
853,2019-11-10,152143,Female,67,Married,West Virginia,Gold,Employees,Card,1,1091.15
854,2019-11-11,152144,Male,42,Single,Tennessee,Platinum,Employees,Card,1,524.62
855,2019-11-11,152145,Male,28,Single,New Hampshire,Missing,workers,Card,1,1401.27
856,2019-11-12,152146,Female,64,Married,Illinois,Basic,Employees,PayPal,1,6.79
857,2019-11-12,152147,Male,43,Single,Hawaii,Gold,workers,PayPal,1,173.93
858,2019-11-12,152148,Male,48,Single,Michigan,Gold,workers,Card,1,1105.0
859,2019-11-12,152149,Male,64,Married,Wyoming,Silver,self-employed,PayPal,0,53.36
860,2019-11-13,152150,Female,56,Married,Nevada,Basic,workers,Other,1,5.31
861,2019-11-13,152151,Female,32,Married,Massachusetts,Silver,self-employed,PayPal,0,1028.15
862,2019-11-13,152152,Male,45,Married,Illinois,Platinum,workers,PayPal,1,428.22
863,2019-11-13,152153,Male,30,Married,Nevada,Platinum,self-employed,PayPal,1,2883.7
864,2019-11-15,152154,Female,28,Single,Oregon,Gold,Unemployment,PayPal,1,278.44
865,2019-11-15,152155,Male,36,Married,Ohio,Basic,Employees,Other,0,1850.08
866,2019-11-15,152156,Female,78,Single,Delaware,Missing,Employees,Card,1,1697.09
867,2019-11-16,152157,Male,19,Married,Texas,Basic,Employees,PayPal,0,780.39
868,2019-11-16,152158,Female,51,Single,Massachusetts,Platinum,Employees,Card,0,2047.51
869,2019-11-17,152160,Male,30,Married,Florida,Platinum,Employees,Card,1,1304.2
870,2019-11-17,152161,Female,21,Married,Maryland,Silver,Employees,Card,0,2056.18
871,2019-11-18,152162,Female,40,Single,Rhode Island,Basic,Employees,PayPal,1,61.04
872,2019-11-18,152163,Male,63,Married,Tennessee,Silver,Employees,PayPal,0,2847.16
873,2019-11-18,152165,Female,22,Married,Mississippi,Basic,workers,Card,1,615.38
874,2019-11-19,152166,Female,19,Married,New York,Basic,Employees,Card,0,2473.87
875,2019-11-20,152167,Female,48,Married,Maine,Basic,workers,PayPal,1,1045.45
876,2019-11-20,152168,Male,32,Married,Maryland,Basic,Unemployment,PayPal,1,373.75
877,2019-11-20,152169,Male,18,Single,Indiana,Platinum,Unemployment,PayPal,1,438.81
878,2019-11-20,152170,Female,72,Single,California,Platinum,Employees,PayPal,0,967.58
879,2019-11-20,152171,Female,68,Single,Michigan,Basic,Employees,PayPal,0,464.7
880,2019-11-21,152172,Male,39,Married,Michigan,Gold,workers,Card,1,509.15
881,2019-11-21,152173,Male,42,Single,Iowa,Platinum,Employees,PayPal,1,364.73
882,2019-11-21,152174,Female,68,Married,New Hampshire,Basic,Employees,PayPal,0,1633.77
